chr1	940027	940527	.
chr1	941646	942146	.
chr1	999991	1000491	.
chr1	1019839	1020339	.
chr1	1158074	1158574	.
chr1	1158641	1159141	.
chr1	1185185	1185685	.
chr1	1217862	1218362	.
chr1	1298747	1299247	.
chr1	1304640	1305140	.
chr1	1340178	1340678	.
chr1	1357765	1358265	.
chr1	1358409	1358909	.
chr1	1421120	1421620	.
chr1	1425597	1426097	.
chr1	1426332	1426832	.
chr1	1427040	1427540	.
chr1	1430355	1430855	.
chr1	1430907	1431407	.
chr1	1431687	1432187	.
chr1	1432258	1432758	.
chr1	1433051	1433551	.
chr1	1433663	1434163	.
chr1	1434253	1434753	.
chr1	1630265	1630765	.
chr1	1763600	1764100	.
chr1	1764195	1764695	.
chr1	1788132	1788632	.
chr1	1796410	1796910	.
chr1	1919162	1919662	.
chr1	1959973	1960473	.
chr1	1960569	1961069	.
chr1	2021544	2022044	.
chr1	2032630	2033130	.
chr1	2073395	2073895	.
chr1	2074014	2074514	.
chr1	2075321	2075821	.
chr1	2087724	2088224	.
chr1	2099212	2099712	.
chr1	2100078	2100578	.
chr1	2106949	2107449	.
chr1	2112151	2112651	.
chr1	2133035	2133535	.
chr1	2133598	2134098	.
chr1	2160901	2161401	.
chr1	2230146	2230646	.
chr1	2231802	2232302	.
chr1	2234324	2234824	.
chr1	2279209	2279709	.
chr1	2301116	2301616	.
chr1	2304741	2305241	.
chr1	2321292	2321792	.
chr1	2322139	2322639	.
chr1	2322683	2323183	.
chr1	2343503	2344003	.
chr1	2381670	2382170	.
chr1	2384340	2384840	.
chr1	2384842	2385342	.
chr1	2425787	2426287	.
chr1	2441716	2442216	.
chr1	2443729	2444229	.
chr1	2445744	2446244	.
chr1	2446411	2446911	.
chr1	2449626	2450126	.
chr1	2452515	2453015	.
chr1	2455682	2456182	.
chr1	2459686	2460186	.
chr1	2489620	2490120	.
chr1	2531252	2531752	.
chr1	2531829	2532329	.
chr1	2532333	2532833	.
chr1	2532937	2533437	.
chr1	2534816	2535316	.
chr1	2543343	2543843	.
chr1	2578233	2578733	.
chr1	2610179	2610679	.
chr1	2966864	2967364	.
chr1	2967855	2968355	.
chr1	2968495	2968995	.
chr1	2982273	2982773	.
chr1	2982807	2983307	.
chr1	2984097	2984597	.
chr1	2984639	2985139	.
chr1	2988220	2988720	.
chr1	3012397	3012897	.
chr1	3030987	3031487	.
chr1	3066126	3066626	.
chr1	3068082	3068582	.
chr1	3068654	3069154	.
chr1	3069542	3070042	.
chr1	3071199	3071699	.
chr1	3072345	3072845	.
chr1	3072893	3073393	.
chr1	3074639	3075139	.
chr1	3076208	3076708	.
chr1	3078256	3078756	.
chr1	3078902	3079402	.
chr1	3086355	3086855	.
chr1	3094265	3094765	.
chr1	3094950	3095450	.
chr1	3101304	3101804	.
chr1	3103984	3104484	.
chr1	3104930	3105430	.
chr1	3105479	3105979	.
chr1	3116362	3116862	.
chr1	3117392	3117892	.
chr1	3121701	3122201	.
chr1	3125002	3125502	.
chr1	3125684	3126184	.
chr1	3127754	3128254	.
chr1	3128401	3128901	.
chr1	3153888	3154388	.
chr1	3154424	3154924	.
chr1	3155084	3155584	.
chr1	3156915	3157415	.
chr1	3160798	3161298	.
chr1	3161403	3161903	.
chr1	3162111	3162611	.
chr1	3170474	3170974	.
chr1	3171153	3171653	.
chr1	3174755	3175255	.
chr1	3189737	3190237	.
chr1	3207349	3207849	.
chr1	3211971	3212471	.
chr1	3219065	3219565	.
chr1	3222319	3222819	.
chr1	3228223	3228723	.
chr1	3237426	3237926	.
chr1	3238391	3238891	.
chr1	3248877	3249377	.
chr1	3258851	3259351	.
chr1	3279152	3279652	.
chr1	3312990	3313490	.
chr1	3313533	3314033	.
chr1	3314327	3314827	.
chr1	3331509	3332009	.
chr1	3333959	3334459	.
chr1	3334509	3335009	.
chr1	3345611	3346111	.
chr1	3346194	3346694	.
chr1	3347234	3347734	.
chr1	3348082	3348582	.
chr1	3348750	3349250	.
chr1	3350435	3350935	.
chr1	3360733	3361233	.
chr1	3366061	3366561	.
chr1	3393710	3394210	.
chr1	3423240	3423740	.
chr1	3442179	3442679	.
chr1	3443858	3444358	.
chr1	3503965	3504465	.
chr1	3504581	3505081	.
chr1	3531311	3531811	.
chr1	3539877	3540377	.
chr1	3560439	3560939	.
chr1	3564263	3564763	.
chr1	3594921	3595421	.
chr1	3713044	3713544	.
chr1	3714409	3714909	.
chr1	3754446	3754946	.
chr1	3772396	3772896	.
chr1	3779478	3779978	.
chr1	3800065	3800565	.
chr1	3819825	3820325	.
chr1	3924450	3924950	.
chr1	4017730	4018230	.
chr1	4019140	4019640	.
chr1	4021578	4022078	.
chr1	4108768	4109268	.
chr1	4265709	4266209	.
chr1	4394314	4394814	.
chr1	4398278	4398778	.
chr1	4510277	4510777	.
chr1	4510879	4511379	.
chr1	4602809	4603309	.
chr1	4603424	4603924	.
chr1	4654293	4654793	.
chr1	4655028	4655528	.
chr1	4655581	4656081	.
chr1	4656237	4656737	.
chr1	4658170	4658670	.
chr1	4658799	4659299	.
chr1	4664984	4665484	.
chr1	4674664	4675164	.
chr1	4680986	4681486	.
chr1	4700740	4701240	.
chr1	4710517	4711017	.
chr1	4904630	4905130	.
chr1	4935520	4936020	.
chr1	5223157	5223657	.
chr1	5297189	5297689	.
chr1	5389415	5389915	.
chr1	5477617	5478117	.
chr1	5493882	5494382	.
chr1	5494404	5494904	.
chr1	5511324	5511824	.
chr1	5652741	5653241	.
chr1	5745033	5745533	.
chr1	5768931	5769431	.
chr1	5769526	5770026	.
chr1	5771224	5771724	.
chr1	5908393	5908893	.
chr1	5967262	5967762	.
chr1	5994679	5995179	.
chr1	6007256	6007756	.
chr1	6025223	6025723	.
chr1	6027993	6028493	.
chr1	6033932	6034432	.
chr1	6058511	6059011	.
chr1	6071648	6072148	.
chr1	6074158	6074658	.
chr1	6080504	6081004	.
chr1	6083842	6084342	.
chr1	6087003	6087503	.
chr1	6097735	6098235	.
chr1	6098326	6098826	.
chr1	6138309	6138809	.
chr1	6142623	6143123	.
chr1	6145392	6145892	.
chr1	6148547	6149047	.
chr1	6157603	6158103	.
chr1	6162971	6163471	.
chr1	6164197	6164697	.
chr1	6167381	6167881	.
chr1	6170731	6171231	.
chr1	6185725	6186225	.
chr1	6292002	6292502	.
chr1	6330259	6330759	.
chr1	6486426	6486926	.
chr1	6499251	6499751	.
chr1	6502220	6502720	.
chr1	6513325	6513825	.
chr1	6591266	6591766	.
chr1	6827626	6828126	.
chr1	6832767	6833267	.
chr1	6842158	6842658	.
chr1	6887449	6887949	.
chr1	6911998	6912498	.
chr1	6912548	6913048	.
chr1	6914750	6915250	.
chr1	6916075	6916575	.
chr1	6922073	6922573	.
chr1	6922645	6923145	.
chr1	6960179	6960679	.
chr1	6985052	6985552	.
chr1	7010855	7011355	.
chr1	7037157	7037657	.
chr1	7042445	7042945	.
chr1	7050882	7051382	.
chr1	7069724	7070224	.
chr1	7077127	7077627	.
chr1	7117513	7118013	.
chr1	7121560	7122060	.
chr1	7150633	7151133	.
chr1	7291231	7291731	.
chr1	7401791	7402291	.
chr1	7491431	7491931	.
chr1	7508301	7508801	.
chr1	7623881	7624381	.
chr1	7645202	7645702	.
chr1	7668339	7668839	.
chr1	7695073	7695573	.
chr1	8013802	8014302	.
chr1	8089377	8089877	.
chr1	8202523	8203023	.
chr1	8266400	8266900	.
chr1	8302076	8302576	.
chr1	8597965	8598465	.
chr1	8727846	8728346	.
chr1	8889934	8890434	.
chr1	8947278	8947778	.
chr1	8951201	8951701	.
chr1	9067090	9067590	.
chr1	9069546	9070046	.
chr1	9084912	9085412	.
chr1	9198579	9199079	.
chr1	9201412	9201912	.
chr1	9233101	9233601	.
chr1	9247890	9248390	.
chr1	9311022	9311522	.
chr1	9318061	9318561	.
chr1	9324457	9324957	.
chr1	9352397	9352897	.
chr1	9363156	9363656	.
chr1	9384705	9385205	.
chr1	9385693	9386193	.
chr1	9388168	9388668	.
chr1	9388707	9389207	.
chr1	9399448	9399948	.
chr1	9426382	9426882	.
chr1	9503181	9503681	.
chr1	9519283	9519783	.
chr1	9528972	9529472	.
chr1	9555335	9555835	.
chr1	9561403	9561903	.
chr1	9606893	9607393	.
chr1	9629713	9630213	.
chr1	9654312	9654812	.
chr1	9730556	9731056	.
chr1	9835668	9836168	.
chr1	9844502	9845002	.
chr1	9852407	9852907	.
chr1	9852911	9853411	.
chr1	9861211	9861711	.
chr1	9900234	9900734	.
chr1	9929361	9929861	.
chr1	10046326	10046826	.
chr1	10074291	10074791	.
chr1	10127985	10128485	.
chr1	10144141	10144641	.
chr1	10337978	10338478	.
chr1	10339753	10340253	.
chr1	10644705	10645205	.
chr1	10663618	10664118	.
chr1	10664221	10664721	.
chr1	10726379	10726879	.
chr1	10735147	10735647	.
chr1	10788448	10788948	.
chr1	10979530	10980030	.
chr1	10980111	10980611	.
chr1	10980738	10981238	.
chr1	11061621	11062121	.
chr1	11109407	11109907	.
chr1	11179111	11179611	.
chr1	11199162	11199662	.
chr1	11246381	11246881	.
chr1	11252410	11252910	.
chr1	11341930	11342430	.
chr1	11342489	11342989	.
chr1	11354825	11355325	.
chr1	11355825	11356325	.
chr1	11441137	11441637	.
chr1	11458727	11459227	.
chr1	11459350	11459850	.
chr1	11478336	11478836	.
chr1	11482902	11483402	.
chr1	11499868	11500368	.
chr1	11531256	11531756	.
chr1	11594324	11594824	.
chr1	11647914	11648414	.
chr1	11701414	11701914	.
chr1	11715069	11715569	.
chr1	11720456	11720956	.
chr1	11731747	11732247	.
chr1	11789222	11789722	.
chr1	11790843	11791343	.
chr1	11802868	11803368	.
chr1	11803381	11803881	.
chr1	11880851	11881351	.
chr1	11918811	11919311	.
chr1	11952676	11953176	.
chr1	12048297	12048797	.
chr1	12053317	12053817	.
chr1	12067819	12068319	.
chr1	12141295	12141795	.
chr1	12142269	12142769	.
chr1	12142862	12143362	.
chr1	12143785	12144285	.
chr1	12150460	12150960	.
chr1	12153013	12153513	.
chr1	12153546	12154046	.
chr1	12161681	12162181	.
chr1	12166722	12167222	.
chr1	12168410	12168910	.
chr1	12173544	12174044	.
chr1	12178605	12179105	.
chr1	12179397	12179897	.
chr1	12180376	12180876	.
chr1	12184311	12184811	.
chr1	12185223	12185723	.
chr1	12196551	12197051	.
chr1	12344632	12345132	.
chr1	12406634	12407134	.
chr1	12409764	12410264	.
chr1	12460908	12461408	.
chr1	12540331	12540831	.
chr1	12556291	12556791	.
chr1	12565102	12565602	.
chr1	12593540	12594040	.
chr1	12595967	12596467	.
chr1	12596499	12596999	.
chr1	12600282	12600782	.
chr1	12601809	12602309	.
chr1	12615062	12615562	.
chr1	12616061	12616561	.
chr1	12618145	12618645	.
chr1	12619009	12619509	.
chr1	12621873	12622373	.
chr1	13529539	13530039	.
chr1	13585081	13585581	.
chr1	13622433	13622933	.
chr1	13766479	13766979	.
chr1	13788770	13789270	.
chr1	13802618	13803118	.
chr1	13805508	13806008	.
chr1	13863750	13864250	.
chr1	13871896	13872396	.
chr1	13890791	13891291	.
